Frio_ma7,Frio,ratio_Bodega_sobre_Sala_Maq,ratio_Sala_Maq_sobre_Bodega,Sala Maq (Kw)__Consolidado EExServicios (Kw)__Consolidado EE,Sala Maq (Kw)__Consolidado EE,Bodega_share,Sala Maq (Kw)__Consolidado EE_x_mes_cos,ratio_Servicios_sobre_Bodega,ratio_Bodega_sobre_Servicios,Servicios (Kw)__Consolidado EE_x_mes_cos,Sala_Maq_sum,Sala Maq (Kw)__Consolidado EExPlanta (Kw)__Consolidado EE,Frio_lag7,Frio_ma3,Agua Planta (Hl)__Consolidado Agua_x_mes_cos,Sala Maq (Kw)__Consolidado EExKW Gral Planta__Consolidado EE,Sala Maq (Kw)__Consolidado EE_x_mes_sin,Aire L4 / Hl__Consolidado KPI,KW Gral Planta__Consolidado EE_x_mes_cos,Linea 3 (Kw)__Consolidado EE,Servicios (Kw)__Consolidado EE,Red L1 y L2__Consolidado Agua,Sala Maq (Kw)__Consolidado EExAgua Planta (Hl)__Consolidado Agua,Agua Linea 3/Hl__Consolidado KPI,Sala Maq (Kw)__Consolidado EE_x_dow_cos,CO 2 Linea 4 / Hl__Consolidado KPI,Red Paste L4__Consolidado Agua,Totalizador_Aire_Cocina__Consolidado Aire,ET Linea 3/Hl__Consolidado KPI,y
-0.006661007572333113,1.0642407221941992,-0.7785767701417252,0.7117593620700269,0.9688709046726711,1.0361539253313836,-0.7206092013203527,-1.5175355860717883,0.6286389754729919,-0.6977890687955026,-1.4822357749216741,0.9945724343161738,0.9925568028302374,-0.1733798774732802,0.09746261209371578,-1.4588462964237692,0.9972799226013871,-0.01138231984599677,-0.9719307223303667,-1.5075625928403205,0.622961660847033,0.8200109790619272,1.384047817787117,0.988702621805327,0.2160952709688477,-0.3806503890693612,1.6749225848560185,1.5830221094948769,1.6923608414266584,-0.5421467024419709,30921.0
0.18912033864788186,0.724020611600329,-0.5552574556788933,0.4307729123955342,0.6501488624307962,0.6899007479542386,-0.49556778525706047,-1.422758574193037,0.38545910258363447,-0.4793175422967969,-1.4203381520619491,0.624575884236989,0.577066057698548,-0.1733798774732802,0.26008084153487476,-1.4669376328383514,0.5723455261109178,-0.01138231984599677,-0.8226171766891953,-1.3974156956198711,0.7093043804249131,0.5648038228606238,-0.003172746710027392,0.7865597256810307,0.0036162400215232074,-1.5242643888441314,2.1861115917845364,1.0827980135092847,1.6135615004716943,-1.1366787711026618,27721.0
0.33842655637172897,0.3019805824439552,-0.36490295541260487,0.21342714811601024,0.24908704106774213,0.2666731222770613,-0.2744990726232551,-1.2971412041752834,0.14736672895926756,-0.25082177978643744,-1.3339949816502135,0.13263986695506308,0.10108254042250359,0.3715818248711192,0.5708202959468519,-1.2670240539545263,0.10184394292752463,-0.01138231984599677,-1.0684855550192864,-1.2739754947453648,0.8807428690243295,0.23071571759610826,-0.5731530605216162,0.12244228621018849,-0.1574240281703612,-1.3718663675655218,1.8142749368140023,0.002012218879072797,1.2735389445724086,-1.612932831887353,29046.0
0.3265516406178974,0.4744155298140051,-0.2752318511477017,0.11714651629915414,0.4340233633673061,0.46122188651563967,-0.18155225766507083,-1.3563101455959388,0.055175949147818024,-0.1583818503409236,-1.3747898561821534,0.4044275962706751,0.38993639332343366,-0.137596348432866,0.7343064361541172,-1.3609498926472408,0.39064641031960634,-0.01138231984599677,1.842615878317522,-1.3725061726245251,-0.10416851115529294,0.3854750168983366,1.3736997173244636,0.42356118630991474,0.26004987041146704,-0.3337207705805011,1.916999572532056,0.5772907846620067,1.6306699322843898,-0.5764286252623989,35721.0
0.4316472327560898,1.3929087126156499,-0.7549423099955287,0.680535496917011,1.4313150758865234,1.4182003162285495,-0.5980935464085169,-1.614761727016214,0.44548853348772355,-0.534626282584626,-1.59875741878871,1.187834396789833,1.2157607996929507,0.584863840281383,0.5184684144910396,-1.2303278797547221,1.2157752694181134,-0.01138231984599677,-0.302400242256606,-1.504897415752567,-1.4543961955671032,1.3387229807780676,1.0111828561121228,0.6766059381532208,-1.9982900823949783,1.175839110163387,1.8831467697590145,0.3960544270637392,1.8348949238807961,1.1477268844221071,31017.0
0.5621516643710125,0.7369768595311619,-0.7891487681620409,0.725848197215685,0.8140114591935722,0.7735350948598938,-0.7607604076225133,-1.4462723547038108,0.6888071962528209,-0.7495919875988046,-1.4802417095942897,0.757719112087798,0.7566045301014622,-0.11262512268392676,0.7567445161242792,-1.3820008203957475,0.7586880894846872,-0.01138231984599677,-0.9622486641400593,-1.4678055275200017,-0.5838134835820361,0.811576584382247,1.2807244201560153,0.6593742718511583,1.7715304207035267,1.6415043719482239,1.8096078577997352,0.233047929056636,1.9514125757067937,1.2733055667729065,34753.0
0.71263556013946,1.2545522983523787,-1.0946961954440926,1.1692912915736626,1.3490852729777465,1.294504980709761,-1.1127337595331865,-1.584074133289059,1.1353629786953023,-1.10774827823652,-1.5936304485212067,1.354669134951843,1.377937733343544,-0.11434976005504698,0.9251647386851253,-1.4858941768337952,1.3711842972899817,-0.01138231984599677,-1.1500922948239465,-1.609622155944161,1.0792728522767077,1.3147955889830225,0.926413648817776,1.2099046592546037,-0.2460586597313978,1.1510197462377847,1.8665576150806131,0.730826681995457,2.1149576594185007,-1.373247073450508,26648.0
0.956852368830845,0.16473813188547418,-0.07581362703476868,-0.0847355437438396,0.18947335470478746,0.1320165371867675,-0.011229739412159071,-1.2546679656523698,-0.0961128773897052,-0.001871479522444828,-1.3453356930632332,0.09323994933696628,0.05064748654872035,1.0656159292741525,1.2261294665383249,-1.3229612639218635,0.05839492922485485,-0.01138231984599677,0.5395256059171968,-1.294402807854665,-0.2918712373039962,0.27319372548640514,1.0754165191277352,0.14311851540817158,-0.16997074452113478,-0.30540959983706145,1.4957950426653288,0.303843359508941,1.8722762730628542,-1.032145027659471,27628.0
0.7959301426091168,0.2900004846597991,-0.14680219839336173,-0.014687672369836107,0.28406869447471556,0.3231216538222557,-0.07572029679209814,-1.3145700473357937,-0.03757901831101734,-0.06313260460045711,-1.335397294163153,0.30794409995144467,0.2811726657125468,0.724098855838432,0.7532102011637446,-1.425670447105147,0.2786644661048761,-0.01138231984599677,-1.035380433339823,-1.356116178227287,0.8598559370727058,0.23594578714841494,0.801215504920945,0.4615288772730964,-0.2825868682527992,-1.3925798000402148,1.76395944154341,1.2739164897087403,1.8832099280160854,-1.160597528330876,26595.0
0.7189505411890331,0.15801473179246092,0.12279678733156522,-0.27117903257725856,0.060429141428188816,0.1413180040300987,0.2521876739552513,-1.2576434164473838,-0.3592683076710993,0.2843005432242376,-1.265680900807202,0.034217618267595985,0.02875610805159161,0.3005461225718018,0.5842060277106091,-1.2673864107480903,0.025243561453670453,-0.01138231984599677,0.033870773171871836,-1.271429913598091,0.9911979142098085,-0.01655318185464031,-0.9929616047075553,0.047171182553825644,-0.2207046939627127,-1.3254128572732042,2.1479679787630044,-0.2781288174653932,1.89236048059267,-1.4945571946081322,30933.0
